segm_idx,tablet_CDLI,view_desc,collection,bbox,scale,assigned
2177,P335529,Obv,saa06,"[1058, 537, 1787, 1863]",0.83,True
2189,P335268,Obv,saa06,"[364, 340, 946, 1155]",2.66,True
2195,P335268,Rev,saa06,"[361, 1620, 946, 2424]",2.66,True
2201,P335138,Obv,saa06,"[266, 58, 607, 679]",2.08,True
2203,P335138,Rev,saa06,"[281, 865, 608, 1494]",2.08,True
2209,P335066,Obv,saa06,"[335, 209, 843, 553]",3.86,True
2214,P335066,Rev,saa06,"[349, 1049, 834, 1374]",3.86,True
2221,P335339,Obv,saa06,"[360, 88, 888, 624]",2.57,True
2223,P335339,Rev,saa06,"[339, 888, 885, 1401]",2.57,True
2226,P335439,Rev,saa06,"[303, 50, 837, 500]",2.58,True
2230,P335439,Obv,saa06,"[312, 802, 815, 1247]",2.58,True
2235,P335377,Obv,saa06,"[462, 60, 1275, 745]",2.62,True
2238,P335377,Rev,saa06,"[474, 1475, 1284, 2169]",2.62,True
2242,P335408,Obv,saa06,"[704, 57, 1513, 1201]",3.04,True
2250,P335408,Rev,saa06,"[712, 1701, 1501, 2835]",3.04,True
2257,P335179,Obv,saa06,"[497, 63, 1278, 1384]",1.61,True
2261,P335179,Rev,saa06,"[480, 1817, 1275, 3164]",1.61,True
2267,P334983,Obv,saa06,"[407, 299, 1053, 724]",1.92,True
2273,P334983,Rev,saa06,"[382, 1322, 1040, 1747]",1.92,True
2278,P335064,Obv,saa06,"[341, 54, 1043, 498]",2.09,True
2282,P335064,Rev,saa06,"[340, 846, 1040, 1284]",2.09,True
2298,P335531,Obv,saa06,"[385, 354, 1370, 1617]",0.99,True
2303,P335231,Obv,saa06,"[294, 78, 768, 466]",1.97,True
2305,P335231,Rev,saa06,"[308, 730, 774, 1113]",1.97,True
2310,P335959,Obv,saa06,"[416, 351, 1240, 1588]",1.62,True
2314,P335959,Rev,saa06,"[445, 1903, 1252, 3108]",1.62,True
2315,P336188,Obv,saa06,"[345, 53, 1182, 617]",2.61,True
2322,P335412,Obv,saa06,"[540, 72, 1240, 1298]",2.57,True
2326,P335412,Rev,saa06,"[548, 1853, 1236, 3056]",2.57,True
2342,P335012,Obv,saa06,"[377, 377, 1587, 1162]",1.81,True
2344,P335012,Rev,saa06,"[357, 1525, 1568, 2308]",1.81,True
2345,P336637,Obv,saa06,"[36, 9, 347, 471]",2.69,True
2350,P335388,Obv,saa06,"[417, 82, 1026, 1250]",2.33,True
2353,P335388,Rev,saa06,"[413, 1619, 1019, 2777]",2.33,True
2357,P335075,Obv,saa06,"[313, 263, 891, 626]",2.24,True
2363,P335075,Rev,saa06,"[320, 1484, 887, 1834]",2.24,True
2370,P335160,Obv,saa06,"[309, 56, 856, 962]",2.38,True
2374,P335160,Rev,saa06,"[320, 1227, 853, 2128]",2.38,True
2379,P335239,Obv,saa06,"[463, 68, 1073, 974]",1.72,True
2381,P335239,Rev,saa06,"[456, 1410, 1081, 2341]",1.72,True
2385,P335363,Obv,saa06,"[328, 76, 865, 803]",3.41,True
2388,P335363,Rev,saa06,"[347, 1089, 872, 1821]",3.41,True
2391,P335650,Obv,saa06,"[11, 0, 322, 293]",2.4,True
2400,P335366,Obv,saa06,"[294, 24, 742, 526]",2.97,True
2406,P335366,Rev,saa06,"[316, 1176, 754, 1643]",2.97,True
2413,P335187,Obv,saa06,"[542, 476, 1221, 1630]",1.91,True
2416,P335187,Rev,saa06,"[537, 2528, 1222, 3698]",1.91,True
2419,P335181,Obv,saa06,"[304, 68, 686, 777]",3.88,True
2425,P335181,Rev,saa06,"[309, 942, 693, 1647]",3.88,True
2429,P335446,Obv,saa06,"[408, 361, 1110, 1055]",1.86,True
2433,P335446,Rev,saa06,"[430, 1428, 1132, 2107]",1.86,True
2434,P335178,Obv,saa06,"[468, 74, 1006, 1145]",2.14,True
2438,P335178,Rev,saa06,"[468, 1575, 999, 2653]",2.14,True
0,P336573,Obv,saa08,"[434, 236, 1397, 767]",2.2,True
5,P336573,Rev,saa08,"[452, 1062, 1410, 1600]",2.2,True
11,P237853,Obv,saa08,"[222, 215, 743, 528]",2.05,True
19,P237853,Rev,saa08,"[237, 1135, 758, 1450]",2.05,True
21,P237286,Obv,saa08,"[258, 59, 984, 461]",1.79,True
25,P237286,Rev,saa08,"[261, 716, 982, 1121]",1.79,True
32,P237341,Obv,saa08,"[295, 76, 953, 446]",4.0,True
37,P336497,Obv,saa08,"[217, 59, 717, 382]",2.61,True
53,P237881,Obv,saa08,"[431, 376, 1563, 1077]",1.05,True
61,P237310,Rev,saa08,"[284, 48, 998, 491]",2.15,True
65,P237310,Obv,saa08,"[281, 790, 995, 1227]",2.15,True
70,P336404,Obv,saa08,"[417, 84, 1023, 423]",2.48,True
72,P336404,Rev,saa08,"[429, 680, 1036, 1019]",2.48,True
82,P237346,Obv,saa08,"[361, 76, 863, 399]",1.88,True
86,P237346,Rev,saa08,"[366, 730, 862, 1053]",1.88,True
92,P237299,Obv,saa08,"[284, 55, 1026, 477]",1.82,True
95,P237299,Rev,saa08,"[287, 770, 1021, 1186]",1.82,True
100,P336549,Obv,saa08,"[693, 464, 1941, 1128]",2.02,True
106,P336549,Rev,saa08,"[703, 2207, 1950, 2875]",2.02,True
114,P238065,Obv,saa08,"[344, 282, 982, 718]",2.58,True
121,P237541,Obv,saa08,"[214, 213, 1032, 766]",2.69,True
126,P237541,Rev,saa08,"[225, 965, 1044, 1509]",2.69,True
128,P237749,Obv,saa08,"[276, 57, 816, 449]",2.33,True
131,P237749,Rev,saa08,"[284, 659, 819, 1042]",2.33,True
137,P237931,Obv,saa08,"[325, 277, 1153, 756]",1.93,True
145,P237931,Rev,saa08,"[333, 1641, 1170, 2128]",1.93,True
150,P336563,Obv,saa08,"[381, 66, 766, 692]",2.76,True
171,P240359,Obv,saa08,"[309, 61, 819, 379]",2.28,True
185,P336378,Obv,saa08,"[430, 440, 1873, 1279]",1.43,True
188,P336378,Rev,saa08,"[426, 1712, 1870, 2547]",1.43,True
192,P336543,Obv,saa08,"[380, 405, 1177, 1142]",1.6,True
195,P336543,Rev,saa08,"[398, 1528, 1199, 2276]",1.6,True
196,P336462,Obv,saa08,"[342, 55, 1237, 599]",2.05,True
200,P336462,Rev,saa08,"[344, 969, 1241, 1504]",2.05,True
205,P237850,Obv,saa08,"[466, 370, 1737, 1235]",1.22,True
210,P237850,Rev,saa08,"[470, 2437, 1737, 3302]",1.22,True
214,P237290,Obv,saa08,"[362, 80, 1032, 445]",3.34,True
217,P237290,Rev,saa08,"[359, 721, 1025, 1084]",3.34,True
223,P237856,Obv,saa08,"[397, 307, 1228, 822]",1.23,True
234,P336450,Obv,saa08,"[309, 55, 1224, 565]",3.28,True
238,P336450,Rev,saa08,"[305, 856, 1223, 1356]",3.28,True
244,P237934,Obv,saa08,"[305, 333, 901, 809]",2.57,True
246,P237934,Rev,saa08,"[305, 1052, 901, 1526]",2.57,True
251,P336474,Obv,saa08,"[410, 62, 1068, 419]",2.96,True
253,P336474,Rev,saa08,"[415, 637, 1070, 997]",2.96,True
265,P336546,Obv,saa08,"[436, 102, 1328, 593]",2.33,True
267,P336546,Rev,saa08,"[438, 983, 1324, 1477]",2.33,True
273,P237848,Obv,saa08,"[283, 281, 1092, 682]",1.5,True
278,P237848,Rev,saa08,"[296, 1495, 1106, 1896]",1.5,True
289,P336666,Obv,saa08,"[315, 74, 726, 300]",2.51,True
290,P336666,Rev,saa08,"[300, 321, 732, 568]",2.51,True
297,P336443,Obv,saa08,"[315, 354, 1000, 697]",3.53,True
303,P336443,Rev,saa08,"[312, 1321, 994, 1667]",3.53,True
307,P236994,Obv,saa08,"[472, 78, 1167, 588]",2.8,True
314,P236994,Rev,saa08,"[473, 1700, 1151, 2200]",2.8,True
318,P336656,Obv,saa08,"[381, 359, 1412, 944]",2.87,True
324,P336656,Rev,saa08,"[390, 1667, 1430, 2248]",2.87,True
328,P336662,Obv,saa08,"[613, 325, 1610, 842]",3.47,True
347,P336449,Obv,saa08,"[415, 424, 1163, 750]",4.0,True
364,P238332,Obv,saa08,"[600, 1330, 1463, 1855]",2.67,True
370,P336483,Obv,saa08,"[345, 305, 982, 602]",3.0,True
382,P336152,Obv,saa08,"[800, 688, 1962, 1339]",1.36,True
387,P336152,Rev,saa08,"[786, 2410, 1944, 3061]",1.36,True
393,P238041,Obv,saa08,"[342, 265, 1093, 683]",2.5,True
397,P238041,Rev,saa08,"[343, 993, 1119, 1428]",2.5,True
400,P336383,Obv,saa08,"[327, 38, 1058, 579]",2.92,True
404,P336383,Rev,saa08,"[346, 901, 1043, 1431]",2.92,True
409,P238580,Obv,saa08,"[330, 282, 957, 615]",3.65,True
420,P238050,Obv,saa08,"[371, 289, 984, 806]",3.3,True
423,P238050,Rev,saa08,"[386, 1426, 1010, 1959]",3.3,True
429,P239097,Obv,saa08,"[247, 52, 625, 400]",2.87,True
431,P239097,Rev,saa08,"[250, 578, 616, 945]",2.87,True
434,P336658,Rev,saa08,"[214, 23, 598, 168]",2.78,True
436,P336658,Obv,saa08,"[218, 169, 609, 383]",2.78,True
446,P237938,Obv,saa08,"[355, 297, 1189, 747]",1.94,True
452,P237938,Rev,saa08,"[357, 1576, 1189, 2024]",1.94,True
458,P237719,Obv,saa08,"[342, 66, 1087, 425]",2.4,True
460,P237719,Rev,saa08,"[336, 740, 1097, 1086]",2.4,True
465,P336370,Obv,saa08,"[285, 69, 1023, 449]",2.09,True
472,P238028,Obv,saa08,"[268, 262, 716, 736]",2.07,True
506,P336393,Obv,saa08,"[1380, 291, 2118, 799]",2.13,True
516,P336393,Rev,saa08,"[1385, 1663, 2128, 2173]",2.13,True
520,P237289,Obv,saa08,"[301, 69, 1003, 453]",2.89,True
524,P237289,Rev,saa08,"[298, 750, 1003, 1138]",2.89,True
528,P237297,Obv,saa08,"[286, 65, 1052, 525]",2.99,True
531,P237297,Rev,saa08,"[290, 845, 1046, 1296]",2.99,True
535,P237636,Obv,saa08,"[444, 401, 1512, 984]",1.11,True
539,P237636,Rev,saa08,"[454, 1373, 1516, 1948]",1.11,True
541,P336667,Obv,saa08,"[541, 440, 1745, 1031]",2.61,True
547,P336667,Rev,saa08,"[534, 1687, 1749, 2287]",2.61,True
553,P336451,Obv,saa08,"[623, 591, 1813, 1202]",2.26,True
558,P336451,Rev,saa08,"[611, 2171, 1817, 2778]",2.26,True
564,P236921,Obv,saa08,"[314, 293, 1022, 699]",2.84,True
567,P236921,Rev,saa08,"[314, 1235, 1013, 1638]",2.84,True
581,P240139,Obv,saa08,"[392, 57, 1425, 703]",1.8,True
585,P240139,Rev,saa08,"[397, 1016, 1430, 1654]",1.8,True
592,P237915,Obv,saa08,"[669, 272, 1575, 805]",1.49,True
599,P237915,Rev,saa08,"[687, 1742, 1590, 2275]",1.49,True
607,P237637,Obv,saa08,"[346, 339, 1296, 801]",1.83,True
609,P237637,Rev,saa08,"[351, 1114, 1298, 1567]",1.83,True
612,P336516,Rev,saa08,"[416, 85, 1219, 558]",1.79,True
614,P336516,Obv,saa08,"[418, 930, 1206, 1396]",1.79,True
619,P334889,Obv,saa08,"[298, 54, 877, 518]",2.57,True
621,P334889,Rev,saa08,"[304, 736, 859, 1198]",2.57,True
629,P336574,Rev,saa08,"[304, 1034, 1134, 1604]",4.0,True
636,P237862,Obv,saa08,"[404, 343, 1304, 775]",1.23,True
642,P237862,Rev,saa08,"[414, 1461, 1309, 1883]",1.23,True
648,P237886,Obv,saa08,"[317, 278, 1187, 769]",2.25,True
654,P237886,Rev,saa08,"[320, 1594, 1187, 2089]",2.25,True
661,P336555,Obv,saa08,"[952, 413, 2260, 1195]",1.64,True
670,P336525,Obv,saa08,"[398, 92, 1258, 515]",1.84,True
672,P336525,Rev,saa08,"[396, 892, 1248, 1312]",1.84,True
679,P336392,Obv,saa08,"[404, 419, 1258, 871]",2.43,True
684,P336392,Rev,saa08,"[410, 1657, 1264, 2106]",2.43,True
691,P238048,Obv,saa08,"[396, 333, 1171, 776]",2.27,True
697,P238048,Rev,saa08,"[388, 1699, 1161, 2137]",2.27,True
700,P237918,Obv,saa08,"[323, 255, 989, 790]",2.11,True
705,P237918,Rev,saa08,"[328, 1622, 1002, 2152]",2.11,True
709,P237287,Obv,saa08,"[295, 55, 916, 395]",3.48,True
713,P237287,Rev,saa08,"[295, 689, 913, 1034]",3.48,True
721,P238615,Obv,saa08,"[348, 309, 915, 712]",1.46,True
723,P238615,Rev,saa08,"[359, 1006, 911, 1402]",1.46,True
728,P237910,Obv,saa08,"[395, 335, 1347, 839]",1.57,True
732,P237910,Rev,saa08,"[384, 1194, 1332, 1702]",1.57,True
738,P336431,Obv,saa08,"[653, 622, 1886, 1277]",1.67,True
743,P336431,Rev,saa08,"[645, 1949, 1878, 2593]",1.67,True
748,P237849,Obv,saa08,"[398, 380, 1505, 977]",1.06,True
754,P237849,Rev,saa08,"[374, 2026, 1480, 2624]",1.06,True
769,P334580,Obv,saa08,"[279, 68, 814, 410]",1.77,True
771,P334580,Rev,saa08,"[280, 707, 815, 1049]",1.77,True
777,P237344,Obv,saa08,"[345, 73, 862, 400]",2.44,True
781,P237344,Rev,saa08,"[348, 739, 859, 1074]",2.44,True
787,P336482,Obv,saa08,"[290, 61, 1040, 440]",2.64,True
795,P236989,Obv,saa08,"[360, 371, 1230, 887]",2.12,True
799,P236989,Rev,saa08,"[360, 1534, 1219, 2047]",2.12,True
803,P236988,Obv,saa08,"[273, 55, 926, 507]",2.6,True
808,P236988,Rev,saa08,"[277, 1252, 920, 1684]",2.6,True
812,P237014,Obv,saa08,"[0, 9, 1685, 1498]",0.96,True
818,P237014,Rev,saa08,"[457, 1399, 1306, 2433]",0.96,True
823,P336460,Obv,saa08,"[400, 323, 1135, 662]",2.46,True
829,P336460,Rev,saa08,"[418, 1286, 1150, 1616]",2.46,True
834,P238032,Obv,saa08,"[319, 276, 909, 719]",2.18,True
839,P238032,Rev,saa08,"[327, 1260, 908, 1694]",2.18,True
845,P237892,Obv,saa08,"[303, 239, 1110, 756]",2.38,True
851,P237892,Rev,saa08,"[287, 1264, 1090, 1776]",2.38,True
856,P336542,Obv,saa08,"[331, 86, 733, 472]",2.93,True
860,P336542,Rev,saa08,"[329, 807, 729, 1191]",2.93,True
864,P237868,Obv,saa08,"[415, 331, 1444, 989]",1.43,True
871,P237868,Rev,saa08,"[454, 1946, 1485, 2609]",1.43,True
878,P336420,Obv,saa08,"[340, 319, 1018, 704]",2.19,True
888,P237455,Obv,saa08,"[338, 64, 1066, 493]",2.95,True
899,P336503,Obv,saa08,"[458, 388, 1227, 819]",3.47,True
904,P336503,Rev,saa08,"[476, 1527, 1239, 1953]",3.47,True
912,P237640,Obv,saa08,"[470, 497, 1497, 1249]",2.08,True
914,P237640,Rev,saa08,"[514, 1695, 1484, 2449]",2.08,True
918,P238027,Obv,saa08,"[380, 327, 880, 908]",1.57,True
920,P238027,Rev,saa08,"[381, 1280, 851, 1852]",1.57,True
926,P336472,Obv,saa08,"[395, 92, 1138, 360]",3.59,True
935,P236917,Obv,saa08,"[342, 339, 1069, 759]",2.34,True
940,P236917,Rev,saa08,"[346, 1646, 1068, 2048]",2.34,True
945,P314325,Obv,saa08,"[256, 63, 1042, 453]",1.45,True
948,P314325,Rev,saa08,"[259, 725, 1049, 1115]",1.45,True
954,P336445,Obv,saa08,"[364, 61, 1180, 498]",3.22,True
962,P237873,Obv,saa08,"[470, 331, 1645, 1019]",1.49,True
969,P237873,Rev,saa08,"[480, 2119, 1654, 2808]",1.49,True
973,P237301,Obv,saa08,"[276, 66, 945, 376]",2.77,True
984,P237928,Obv,saa08,"[323, 276, 1134, 725]",1.7,True
993,P237878,Obv,saa08,"[1117, 525, 2741, 1566]",1.37,True
1000,P237878,Rev,saa08,"[1078, 2936, 2690, 3950]",1.37,True
1008,P238046,Rev,saa08,"[268, 304, 1015, 866]",2.18,True
1013,P238046,Obv,saa08,"[286, 1462, 1035, 2025]",2.18,True
1019,P237345,Obv,saa08,"[375, 87, 811, 408]",1.83,True
1025,P237311,Obv,saa08,"[326, 55, 999, 469]",1.36,True
1029,P237311,Rev,saa08,"[337, 826, 986, 1236]",1.36,True
1034,P237454,Obv,saa08,"[623, 26, 1236, 503]",2.04,True
1040,P237454,Rev,saa08,"[633, 1098, 1252, 1564]",2.04,True
1048,P336556,Obv,saa08,"[316, 295, 772, 786]",2.52,True
1057,P336556,Rev,saa08,"[337, 1890, 809, 2370]",2.52,True
1062,P237957,Obv,saa08,"[448, 372, 1487, 1026]",1.84,True
1067,P237957,Rev,saa08,"[450, 1800, 1508, 2465]",1.84,True
1070,P336570,Obv,saa08,"[561, 108, 1550, 658]",3.92,True
1079,P336570,Rev,saa08,"[594, 1351, 1578, 1901]",3.92,True
1085,P334581,Obv,saa08,"[494, 477, 1713, 1233]",0.92,True
1088,P334581,Rev,saa08,"[509, 1721, 1718, 2472]",0.92,True
1092,P237950,Obv,saa08,"[414, 338, 1565, 1015]",3.93,True
1097,P237950,Rev,saa08,"[439, 1918, 1586, 2591]",3.93,True
1104,P237741,Obv,saa08,"[287, 78, 631, 460]",1.46,True
1110,P236922,Obv,saa08,"[332, 283, 771, 690]",1.79,True
1119,P336674,Obv,saa08,"[394, 345, 1277, 905]",2.18,True
1126,P237896,Obv,saa08,"[272, 262, 1104, 763]",1.76,True
1130,P237896,Rev,saa08,"[280, 1528, 1110, 2024]",1.76,True
1147,P237302,Obv,saa08,"[304, 54, 1184, 464]",2.03,True
1150,P237302,Rev,saa08,"[306, 777, 1181, 1181]",2.03,True
1155,P336479,Obv,saa08,"[697, 581, 1748, 1202]",2.27,True
1160,P336479,Rev,saa08,"[715, 2235, 1752, 2849]",2.27,True
1180,P336665,Obv,saa08,"[376, 380, 1142, 748]",2.26,True
1188,P238024,Obv,saa08,"[312, 60, 978, 600]",2.35,True
1190,P238024,Rev,saa08,"[326, 849, 962, 1395]",2.35,True
1196,P336489,Obv,saa08,"[390, 154, 1042, 688]",1.77,True
1200,P336489,Rev,saa08,"[403, 1606, 1085, 2132]",1.77,True
1206,P240142,Obv,saa08,"[330, 76, 1089, 525]",2.36,True
1208,P240142,Rev,saa08,"[339, 797, 1089, 1245]",2.36,True
1214,P336495,Obv,saa08,"[415, 384, 1196, 809]",1.75,True
1219,P336495,Rev,saa08,"[424, 1398, 1205, 1801]",1.75,True
1223,P334902,Obv,saa08,"[452, 333, 1057, 673]",2.54,True
1234,P237785,Obv,saa08,"[321, 347, 1275, 883]",1.6,True
1238,P237785,Rev,saa08,"[331, 1519, 1294, 2058]",1.6,True
1243,P336588,Obv,saa08,"[856, 68, 1358, 539]",3.45,True
1248,P336588,Rev,saa08,"[795, 1209, 1305, 1674]",3.45,True
1251,P236980,Rev,saa08,"[366, 101, 912, 295]",1.01,True
1253,P236980,Obv,saa08,"[367, 302, 913, 581]",1.01,True
1262,P238717,Obv,saa08,"[498, 238, 1182, 534]",2.58,True
1270,P238717,Rev,saa08,"[499, 1236, 1169, 1468]",2.58,True
1272,P240371,Obv,saa08,"[361, 66, 751, 359]",2.23,True
1276,P240371,Rev,saa08,"[366, 659, 754, 951]",2.23,True
1282,P238037,Obv,saa08,"[318, 303, 855, 665]",2.03,True
1292,P238043,Obv,saa08,"[312, 290, 949, 601]",2.53,True
1294,P238043,Rev,saa08,"[309, 877, 953, 1199]",2.53,True
1300,P336390,Obv,saa08,"[395, 76, 1303, 585]",2.36,True
1307,P237956,Obv,saa08,"[814, 349, 1952, 971]",1.83,True
1313,P237956,Rev,saa08,"[823, 1685, 1948, 2297]",1.83,True
1320,P336496,Obv,saa08,"[380, 369, 1678, 1081]",1.42,True
1323,P336496,Rev,saa08,"[382, 1429, 1682, 2138]",1.42,True
1325,P336458,Obv,saa08,"[301, 77, 1004, 482]",2.67,True
1328,P336458,Rev,saa08,"[302, 784, 1001, 1167]",2.67,True
1331,P336467,Obv,saa08,"[312, 5, 1116, 348]",1.76,True
1334,P336467,Rev,saa08,"[313, 343, 1127, 678]",1.76,True
1339,P336421,Obv,saa08,"[423, 444, 1392, 950]",2.27,True
1345,P336421,Rev,saa08,"[433, 1844, 1399, 2350]",2.27,True
1352,P237661,Obv,saa08,"[422, 468, 1897, 1218]",1.42,True
1355,P237661,Rev,saa08,"[442, 1631, 1910, 2370]",1.42,True
1356,P336387,Obv,saa08,"[283, 44, 1082, 466]",2.83,True
1360,P336387,Rev,saa08,"[281, 714, 1068, 1136]",2.83,True
1365,P238716,Obv,saa08,"[385, 63, 1321, 604]",2.59,True
1371,P238716,Rev,saa08,"[374, 1450, 1312, 1997]",2.59,True
1376,P236995,Obv,saa08,"[393, 82, 917, 553]",2.39,True
1388,P336401,Obv,saa08,"[419, 75, 1287, 596]",1.91,True
1391,P336401,Rev,saa08,"[414, 987, 1278, 1496]",1.91,True
1408,P237195,Obv,saa08,"[280, 59, 630, 518]",2.52,True
1410,P237195,Rev,saa08,"[271, 820, 631, 1275]",2.52,True
1415,P238087,Obv,saa08,"[329, 64, 678, 596]",2.73,True
1417,P238087,Rev,saa08,"[327, 871, 672, 1397]",2.73,True
1422,P336457,Obv,saa08,"[560, 530, 1512, 996]",2.52,True
1427,P336457,Rev,saa08,"[569, 1748, 1530, 2229]",2.52,True
1432,P336422,Obv,saa08,"[427, 84, 1292, 530]",2.08,True
1434,P336422,Rev,saa08,"[427, 943, 1292, 1392]",2.08,True
1451,P237899,Obv,saa08,"[311, 298, 1023, 753]",2.06,True
1456,P237899,Rev,saa08,"[313, 1508, 1021, 1965]",2.06,True
1464,P238061,Obv,saa08,"[285, 257, 967, 617]",1.83,True
1466,P238061,Rev,saa08,"[302, 909, 953, 1167]",1.83,True
1475,P238068,Obv,saa08,"[357, 308, 1075, 784]",2.66,True
1485,P240199,Rev,saa08,"[436, 997, 1405, 1655]",1.87,True
1489,P336486,Obv,saa08,"[829, 924, 2404, 1729]",1.38,True
1496,P336486,Rev,saa08,"[862, 3214, 2410, 4019]",1.38,True
1501,P238070,Obv,saa08,"[303, 271, 928, 630]",2.58,True
1523,P238143,Obv,saa08,"[1503, 716, 3712, 2116]",1.65,True
1530,P238143,Rev,saa08,"[1557, 3992, 3703, 5343]",1.65,True
1536,P336376,Obv,saa08,"[286, 57, 1055, 416]",1.96,True
1551,P237547,Rev,saa08,"[540, 1204, 1740, 1881]",2.75,True
1553,P237319,Obv,saa08,"[331, 53, 1235, 562]",2.2,True
1556,P237319,Rev,saa08,"[333, 931, 1226, 1442]",2.2,True
1563,P237038,Obv,saa08,"[413, 302, 859, 690]",1.45,True
1570,P336415,Obv,saa08,"[605, 504, 1476, 1200]",2.33,True
1575,P336415,Rev,saa08,"[601, 2071, 1493, 2763]",2.33,True
1580,P237318,Obv,saa08,"[230, 53, 920, 433]",2.31,True
1583,P237318,Rev,saa08,"[227, 671, 923, 1061]",2.31,True
1589,P237295,Obv,saa08,"[282, 62, 1014, 420]",2.13,True
1592,P237295,Rev,saa08,"[285, 688, 1014, 1049]",2.13,True
1598,P336436,Obv,saa08,"[702, 387, 1475, 808]",2.82,True
1608,P336456,Obv,saa08,"[415, 89, 990, 416]",2.0,True
1613,P336456,Rev,saa08,"[449, 1057, 1010, 1367]",2.0,True
1617,P336511,Obv,saa08,"[363, 88, 1218, 536]",3.19,True
1623,P336511,Rev,saa08,"[363, 1434, 1210, 1892]",3.19,True
1626,P238106,Obv,saa08,"[306, 65, 840, 538]",2.45,True
1632,P238106,Rev,saa08,"[320, 1305, 828, 1775]",2.45,True
1650,P238042,Obv,saa08,"[371, 338, 825, 841]",2.1,True
1654,P238042,Rev,saa08,"[381, 1651, 815, 2143]",2.1,True
1660,P237293,Obv,saa08,"[256, 59, 880, 382]",2.43,True
1662,P237293,Rev,saa08,"[253, 639, 887, 965]",2.43,True
1670,P336148,Obv,saa08,"[359, 64, 1126, 458]",3.23,True
1672,P336148,Rev,saa08,"[364, 752, 1131, 1156]",3.23,True
1676,P336528,Obv,saa08,"[545, 541, 1568, 1121]",1.83,True
1682,P336528,Rev,saa08,"[528, 2062, 1543, 2638]",1.83,True
1695,P334573,Obv,saa08,"[382, 302, 910, 642]",2.7,True
1700,P334573,Rev,saa08,"[388, 1203, 916, 1530]",2.7,True
1714,P336470,Obv,saa08,"[494, 420, 1961, 1172]",1.07,True
1717,P336470,Rev,saa08,"[512, 1549, 1974, 2298]",1.07,True
1721,P336426,Obv,saa08,"[382, 413, 1127, 828]",3.66,True
1727,P336426,Rev,saa08,"[404, 1530, 1138, 1943]",3.66,True
1735,P336594,Rev,saa08,"[350, 770, 896, 1162]",1.43,True
1739,P237863,Obv,saa08,"[487, 416, 1837, 1208]",1.57,True
1747,P237863,Rev,saa08,"[463, 2284, 1808, 3071]",1.57,True
1755,P336432,Obv,saa08,"[381, 320, 1111, 738]",3.31,True
1758,P336432,Rev,saa08,"[393, 1083, 1112, 1483]",3.31,True
1763,P336559,Obv,saa08,"[303, 54, 1118, 487]",3.0,True
1766,P336559,Rev,saa08,"[292, 767, 1111, 1189]",3.0,True
1773,P236969,Obv,saa08,"[390, 328, 1015, 676]",2.7,True
1777,P236969,Rev,saa08,"[392, 1253, 1009, 1599]",2.7,True
1781,P237875,Obv,saa08,"[430, 387, 1945, 1179]",1.34,True
1788,P237875,Rev,saa08,"[427, 2340, 1933, 3130]",1.34,True
1795,P237877,Obv,saa08,"[432, 331, 1654, 1113]",1.61,True
1800,P237877,Rev,saa08,"[443, 2102, 1661, 2888]",1.61,True
1807,P237913,Obv,saa08,"[345, 300, 1279, 822]",1.75,True
1813,P237913,Rev,saa08,"[350, 1762, 1285, 2281]",1.75,True
1820,P236916,Obv,saa08,"[348, 300, 1052, 747]",2.23,True
1827,P236916,Rev,saa08,"[343, 1571, 1034, 2016]",2.23,True
1832,P237338,Obv,saa08,"[333, 77, 962, 448]",1.51,True
1845,P238111,Obv,saa08,"[401, 819, 1095, 1204]",2.26,True
1851,P238038,Obv,saa08,"[299, 281, 1145, 869]",2.0,True
1855,P238038,Rev,saa08,"[285, 1465, 1159, 2063]",2.0,True
1860,P336452,Obv,saa08,"[252, 56, 971, 424]",2.55,True
1863,P336452,Rev,saa08,"[249, 666, 972, 1048]",2.55,True
1876,P237323,Obv,saa08,"[333, 49, 1111, 457]",2.42,True
1893,P237888,Obv,saa08,"[247, 299, 1028, 755]",1.74,True
1897,P237888,Rev,saa08,"[242, 1045, 1015, 1510]",1.74,True
1901,P336373,Obv,saa08,"[272, 71, 785, 381]",2.84,True
1909,P336439,Obv,saa08,"[445, 345, 1293, 789]",2.41,True
1914,P336439,Rev,saa08,"[460, 1524, 1300, 1955]",2.41,True
1917,P336487,Obv,saa08,"[287, 59, 1068, 464]",3.13,True
1921,P336487,Rev,saa08,"[292, 802, 1061, 1200]",3.13,True
1926,P336565,Obv,saa08,"[296, 64, 870, 399]",1.68,True
1946,P237247,Obv,saa08,"[333, 78, 1207, 608]",2.56,True
1950,P237247,Rev,saa08,"[340, 963, 1189, 1484]",2.56,True
1954,P336529,Obv,saa08,"[690, 580, 2157, 1438]",1.71,True
1960,P336529,Rev,saa08,"[680, 2613, 2161, 3465]",1.71,True
1966,P240145,Obv,saa08,"[346, 72, 1110, 458]",2.56,True
1969,P240145,Rev,saa08,"[346, 716, 1114, 1105]",2.56,True
1979,P237795,Obv,saa08,"[332, 299, 1256, 904]",1.78,True
1984,P237795,Rev,saa08,"[324, 1782, 1247, 2381]",1.78,True
1992,P237761,Obv,saa08,"[174, 136, 670, 403]",3.88,True
2000,P237761,Rev,saa08,"[176, 808, 695, 1089]",3.88,True
2006,P237408,Obv,saa08,"[416, 393, 1128, 928]",1.39,True
2008,P237408,Rev,saa08,"[434, 1277, 1146, 1815]",1.39,True
